transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
a2a35e8e-e91b-4fc4-ad9e-aab7e6cf85ac,5bcdfed6-f60d-4f68-8069-d433fc45e667,2024-08-11 13:11:25,679.81,INR,deposit,online,"Brown, Jones and Faulkner",Electronics,USA,Nicholastown,False
3f37deb4-9137-4fe8-b78e-94be7cae29f3,a09c24c2-cadf-4ef7-a815-88f8ca244933,2024-04-13 00:01:52,1166.97,GBP,purchase,in-branch,Gonzalez Group,utilities,Japan,Port Cynthia,False
280a19be-3daf-4b50-a316-4dfdd58846d4,956f6f47-628d-4e28-bc67-32e43984a4ce,2023-07-27 01:26:41,462.86,INR,deposit,ATM,"Miller, Gardner and Williams",Electronics,USA,Curtistown,False
4860bb94-41d6-424c-9d1b-4c168a1b4d09,d05f4600-14d1-41c9-910b-5a259bb8f426,2024-01-12 19:20:20,1182.35,USD,transfer,in-branch,Hodges-Lewis,utilities,UK,East Tiffany,False
deafc5bd-ffd3-4bdf-bce6-26caead3d112,269d7c67-9016-45f4-9d1e-0102263a5704,2023-08-08 23:25:32,220.31,INR,purchase,in-branch,"Faulkner, Mccann and Patrick",retail,USA,North Diane,True
ca43691a-00e3-472e-b4b1-7f15bf9aa8a0,412b77d8-30f9-4b76-97a3-e0ab5c9f7770,2023-03-13 16:38:23,1973.98,GBP,withdrawal,in-branch,"Tanner, Warner and Sherman",utilities,UK,South Michelle,False
75060afc-8c0e-41da-afde-d91a49a5e639,c6622765-ff46-48a7-97f9-b106635a6d5d,2024-07-29 01:53:28,1174.75,INR,withdrawal,ATM,Mcgee Inc,travel,USA,West Joseph,False
5a9da83d-e531-486d-a276-ff3b2505db08,a991726b-f52f-4b7c-9a7e-cc01492861a8,2024-03-25 17:30:15,1686.68,INR,deposit,in-branch,Allen PLC,utilities,USA,Sheppardburgh,False
e96bb4ee-ffed-4642-be5f-51d1b8e0fc74,79f1e502-f001-4575-82fc-b1e301437412,2023-07-12 13:00:14,979.5,JPY,purchase,ATM,Tran-Brandt,travel,USA,Robertsmouth,False
bacb08eb-a932-46ea-85c6-968eab98fe26,c4971298-b4fb-499e-9fac-9fff7dd9c32a,2024-05-05 05:10:17,1966.87,USD,deposit,online,Miller-Alvarado,entertainment,Germany,East Adam,False
76136ce2-b95c-4d28-bd9e-e334127fee3b,78bfee4d-bf29-4233-9c9a-c3e01d42d704,2024-05-08 01:50:35,83.44,JPY,deposit,online,Williamson-Smith,groceries,CANADA,Garciaside,False
1c3c6b0e-c76f-4261-9227-1be1db51a318,f7fce5ea-2f34-4a6c-a228-04df2be88251,2024-04-18 02:53:52,1476.89,INR,withdrawal,ATM,Santana and Sons,utilities,UK,Robertberg,False
f79502a9-dcdb-495f-a887-8ec70b8cbf08,9e3b5e4e-d8e7-4538-92e9-57c605d93b20,2023-08-07 02:06:26,1913.55,INR,transfer,in-branch,"Williams, Roach and Wright",utilities,Japan,Merrittbury,False
8286da53-f8c8-4803-b9b4-df3f0d5a3e48,9d9c0e08-d78a-4026-9673-d6c69f61f6b8,2024-08-13 21:23:24,483.12,INR,withdrawal,mobile,Miller-Guzman,retail,USA,Mooreside,False
d62f5743-fdd4-44f6-9184-2ad37749803f,e0be8a46-f6c7-4d94-8446-a1c02f8fdace,2024-06-19 06:01:38,1469.59,INR,purchase,in-branch,"Roberts, Wilkerson and Carter",utilities,IND,Port Cynthiaton,False
c01a52e0-99d8-495a-a549-678c5b6320d2,2838c81b-7f79-4471-9753-0a3119ae1378,2024-06-13 23:00:58,1087.07,GBP,deposit,online,Rivas-Collins,Electronics,UK,Griffinchester,False
e519cfcd-c989-4296-9392-c4089da9f189,5aa4c9ab-78d8-4cf4-bac5-ddf136f5110a,2022-10-30 15:57:51,294.89,INR,purchase,in-branch,Leonard Ltd,retail,IND,Tammyport,False
eb617ba3-9024-4996-a7ec-b45e3a5aaae7,5e5fe47a-a3c1-438d-ac17-229718fccd69,2022-08-16 23:44:01,345.7,GBP,withdrawal,mobile,"Miller, Walters and Shields",groceries,CANADA,Markbury,False
98217c1d-efbd-4541-bcf6-c64c49f690de,ba6c6dbc-c4a5-4c66-81e1-823885e17dda,2023-03-23 17:35:59,246.1,GBP,deposit,in-branch,Sutton Group,utilities,IND,Lake Patricia,False
af553993-0de7-49ef-af83-3bdf260e918b,17d7374f-335e-4909-84ac-f15c4dd05d9a,2024-03-21 15:32:46,712.88,INR,withdrawal,mobile,Sandoval-Eaton,Electronics,UK,Josephville,False
8f77ea60-87f6-4417-ac0c-b9226bc8928b,bdba1ca6-f3f2-4c95-804a-63f59f37c6d0,2022-10-27 17:26:04,728.58,EUR,purchase,ATM,"Richardson, Melendez and Harding",utilities,UK,Mcintoshbury,False
ee06b75a-e44b-4f4f-bc5b-737ac9136f7c,f931dec8-d772-429d-b297-6a535d20f124,2023-02-28 23:09:03,1234.35,GBP,withdrawal,in-branch,Page Ltd,entertainment,USA,Lindaburgh,False
78dce7ba-f20c-4c4b-9c70-b3f2e27b14ed,0e788cff-6327-4492-968c-8610d36c9605,2024-07-15 17:37:07,1248.81,EUR,purchase,online,Taylor Inc,entertainment,UK,South James,False
dac6e151-dc50-49a0-88fe-cbabd5e4a6ea,ca0cee22-1b4e-4d23-832b-664fc55fa8b9,2022-10-20 16:59:39,1843.24,GBP,transfer,ATM,Ray-Horton,retail,USA,Delgadobury,False
d7d93b95-ec82-40c9-b067-02a361650794,184f166b-8eca-4a28-9a14-acc564870f7a,2024-01-26 02:29:54,1969.39,GBP,withdrawal,ATM,Davis Ltd,utilities,Germany,Khanton,False
410db0a2-146a-4421-9bfe-cc7e9cd945b4,63073851-8c21-4261-8cfa-af807bc998d3,2023-09-20 21:18:22,679.74,INR,deposit,online,Rice and Sons,entertainment,UK,Warnermouth,False
db4e1322-f023-4266-8bbd-55a7304a06e6,82114d14-14e1-488e-a83a-3dcb152521f6,2023-03-28 09:42:16,165.27,JPY,purchase,mobile,Brown-Wilcox,retail,IND,Wendyside,False
ed6cf842-b189-46bc-8d8e-6701ed592bd8,9b13f646-9318-46a8-ae0d-6f15d9af82a6,2024-04-12 22:06:04,1659.79,INR,purchase,in-branch,Baker-Patel,groceries,Germany,New Heathertown,False
70a2fecf-aed1-45fb-9537-f1c04547b9fb,f387025d-ff31-4458-862e-68d3ac97c0e0,2023-02-10 08:15:17,1231.78,JPY,transfer,ATM,"Williams, Ballard and Figueroa",utilities,Japan,Lake Melodyport,False
c1a68e17-87b7-412c-a714-a3a15447f899,04ee3c29-5d7a-410a-9f9e-af13dc76e647,2024-05-05 13:24:41,1909.78,JPY,deposit,mobile,"Smith, White and Tran",travel,CANADA,Theresaton,False
5ca17c67-5959-4509-bf9f-5a5533750cc1,79dbafbb-3efc-4b83-978a-b2274a9fd76b,2022-11-30 12:33:23,1858.34,USD,transfer,mobile,West LLC,Electronics,Japan,Donaldborough,False
fa34fe19-04c7-45db-94cf-5c324e0eb423,c53de78e-6832-4241-a363-ede3f0ea5929,2023-02-19 04:39:10,1010.13,GBP,transfer,ATM,Allen-Cook,travel,Japan,Brandonside,False
4ab3d912-f82f-4c4b-9577-bd4d2e7f48de,48483416-ac50-4b76-82af-ffafffe45093,2024-04-26 03:47:09,8.39,USD,transfer,mobile,Shepherd-Conner,groceries,Germany,South Ashleyfurt,False
736fe173-6923-4a1a-bbbd-2ad72d0491a0,47bd1588-9882-403e-a876-0440db5c39e2,2022-11-06 12:04:05,224.1,INR,transfer,mobile,Smith and Sons,retail,CANADA,Lake Zachary,False
bd702aa5-1b71-48ec-a8ca-156f19ad41ed,688f8cde-e850-47f2-8e3c-f92d84781e70,2024-01-03 05:15:52,819.11,JPY,purchase,ATM,Wheeler and Sons,Electronics,Japan,Lewisborough,True
2d4d4364-68d9-4ba2-b74f-05f3f9a22dda,27a8a85a-30ad-4802-8cc2-0dfc1f858627,2023-10-26 14:52:22,1178.1,INR,withdrawal,online,Robles PLC,retail,Japan,Oconnellville,False
b71d0e09-c68b-4d99-8245-e2c211bbe7a7,0ecf8182-db32-4979-ba55-024a58cf0b88,2024-07-23 12:28:41,623.1,JPY,deposit,online,Williams-Henderson,Electronics,Japan,Lake Rachelview,False
36fecba3-126b-411c-bf90-cb9c8596def9,4da5f896-574f-4841-9886-4e9bc33e2f37,2023-03-08 13:50:25,1628.96,INR,purchase,in-branch,Holt-Perry,travel,CANADA,Lake Aaron,False
e058793b-abb5-41c1-8ada-d961c40c26e4,7495eb53-e0c1-4995-97ba-fed91f237e99,2023-11-05 01:19:26,1599.37,GBP,deposit,in-branch,"Miller, Johnson and Price",Electronics,UK,Laurenview,False
873106d6-5e8b-4935-b076-c065fe37e482,d839be5f-a54d-4977-a35f-a03f5e0e6865,2023-01-10 19:26:01,1183.12,GBP,withdrawal,mobile,"Cooper, Martinez and Johnson",retail,Germany,South Matthew,False
43453d03-09fe-49bb-8738-ecae288e8132,7f36ef31-6049-4383-a2ef-f7f75cced94b,2023-09-09 10:54:25,1444.24,JPY,purchase,ATM,Owens-Wilson,utilities,Germany,East Karenview,False
49b4a584-d9e1-4ee4-97ce-6f22d394dcc0,ac5513e4-0cce-4ef8-a748-2dc4241c1b64,2022-09-09 20:18:29,200.86,JPY,transfer,ATM,"King, Friedman and Todd",retail,Japan,Shellybury,False
832e5d85-ed41-4814-8a19-1a89ac1b3dc1,a8e49a97-dff8-4532-8efb-1e2d2bdada89,2024-04-30 15:02:55,1216.68,USD,purchase,mobile,"Hinton, Johnson and Miller",Electronics,USA,Fergusonfort,False
67b2e87c-31de-4253-b047-1b11e66824ea,7fef7d91-e9f3-4905-b410-d90ed79d5308,2022-11-18 05:43:03,1806.93,USD,withdrawal,ATM,Taylor-Gonzalez,retail,USA,Jessicaton,False
65e39383-e1c7-4436-bd5b-af701b96e7b6,73c1f07e-f10a-472e-8932-a047636f4584,2024-07-31 01:42:56,1735.1,GBP,deposit,in-branch,Byrd PLC,groceries,UK,Josephstad,False
c134ce2a-ab44-4ccb-8961-c6298eff7efd,0b6a737a-c98e-45d4-ae2f-341d2628b6ca,2022-10-08 06:21:40,1841.92,GBP,transfer,ATM,"Miranda, Coffey and Morrison",retail,USA,Megantown,False
6c1298ac-2535-426f-b6f0-e7b9ad3173f4,537ec0bc-d2b0-4e0f-b0d8-31b9f14171cb,2023-05-05 14:45:57,952.77,EUR,withdrawal,online,"Wilkins, Bradley and Pierce",utilities,Japan,North Stephaniebury,False
e4ee2795-ea41-4563-a3a5-2534432bf9c6,d4c63589-6465-4b40-b22e-b8c004915b52,2022-09-13 23:01:45,153.88,GBP,deposit,ATM,"Duncan, Trevino and Moreno",travel,CANADA,North Michael,False
79701942-6c2e-4704-8dfd-8875e60885fe,f27f35aa-46e0-41f0-9e24-57255a60dbd0,2023-04-14 20:34:05,402.5,INR,withdrawal,online,Brown-Vang,retail,IND,Fergusonville,True
719e7024-2a25-42a4-b0eb-f753e514adfc,2d2518bf-f6f2-4419-90ed-ed608a50f7ea,2023-05-02 10:10:00,1635.11,EUR,purchase,mobile,Anderson PLC,entertainment,USA,East Sarahshire,False
ea48f3ff-2508-4841-99ef-3e2eeaa9decb,4591dc4e-29ef-4356-9daf-a8a3c462f9a7,2023-01-10 22:59:48,1296.49,JPY,deposit,ATM,Wood LLC,retail,UK,Brendastad,False
7a14bc6c-4ebb-4519-8bb2-4db15d807623,b61a1d31-0fea-4f9d-bad4-35c020873e0a,2022-09-30 15:52:47,1126.61,JPY,transfer,mobile,Estrada-Allen,travel,Japan,Markchester,False
8e626aeb-7656-4616-b0dc-9f5ec7703dc7,91f99d09-59a8-48cc-96a2-633565b3d552,2024-07-28 02:15:14,1510.0,EUR,deposit,mobile,"Norman, Pratt and James",utilities,IND,Lake Bryanshire,False
c7615522-54f7-474b-ad15-209559ba6afd,63c06605-bbbb-4cc1-a4be-673de0e5689b,2023-07-02 02:58:13,429.94,JPY,transfer,ATM,Jones-Sexton,Electronics,USA,Port Ericchester,False
63b206e5-2945-4b36-85ef-b60c384949f6,255b07bb-c52c-4377-8b07-9a5a0c7ce687,2024-05-03 01:58:03,13.89,INR,withdrawal,in-branch,Walker Ltd,travel,USA,Toddmouth,False
2c5614e5-3a59-4fce-a463-839b5ac01741,623236e4-0aa3-490d-834c-54bfcf75a7b7,2024-08-02 07:14:28,873.58,JPY,transfer,mobile,Evans-Walker,groceries,UK,Port Thomas,False
09fdb74e-d188-4e0c-b287-2e2ac0050592,ff86d206-502f-495b-80a8-22a7764b2dbd,2022-10-09 13:29:29,380.75,INR,transfer,in-branch,"Griffin, Allen and Sloan",utilities,IND,Meganside,False
d0000fc4-55da-4f39-b185-7342468ee0b0,5905395c-ee23-480a-8178-21b0edb44c80,2023-11-05 02:37:02,718.16,JPY,deposit,in-branch,Logan and Sons,entertainment,Japan,Smithmouth,True
81969c44-1739-4928-b99c-c698fe7d2990,f24bfbad-ef6b-43e8-8d4c-60c81cf34b1e,2024-05-14 14:59:14,100.42,GBP,withdrawal,online,"Flores, Knight and Garcia",retail,Japan,East Steven,False
83579c5d-6beb-4d5c-b880-a1f9781dd21c,10c5e066-35bd-4c91-8cd4-2c3c823e0940,2024-04-20 07:17:14,192.03,JPY,purchase,online,Long-Romero,retail,UK,North Christinefort,False
b492118d-e846-4d64-bb06-afb8dd8d56a7,10ac9ab4-0906-45ef-bc0e-27a7e8e92fa6,2022-09-01 23:38:13,1484.72,JPY,purchase,mobile,Simmons-Singh,travel,USA,North Alexandertown,False
ed29b162-ac11-4409-a6d5-3d2f170249e8,562eb79e-90c1-4d4c-9699-9a6b1b15b55f,2023-06-27 18:00:09,531.59,GBP,transfer,in-branch,"Mitchell, Wright and Mitchell",entertainment,Germany,Port Katherine,False
3f5461c3-326d-47bc-be58-a99121762bb7,3fd60eea-b1b2-45f0-90ae-3335a1ceb91b,2023-06-21 13:25:47,214.9,JPY,transfer,ATM,"Wallace, Reed and Hughes",Electronics,IND,West Jennifer,False
a86d894e-f12a-477b-aef4-5869fb394c14,8a4d7fdb-9bec-4e33-bf2f-333ca1460d42,2023-02-03 05:23:04,1221.16,GBP,withdrawal,in-branch,Fowler LLC,Electronics,Japan,New Codyport,True
e85ce949-7d35-48f9-a4e6-018cd2ed421f,9639f9c4-7224-45b7-ac1b-060c6c549b48,2023-01-08 12:46:01,217.76,EUR,withdrawal,mobile,Johnson and Sons,Electronics,UK,New John,False
b4a55c4d-a17d-4c04-9d13-8c32b1511f54,f6c057dd-99e8-41ee-8ef1-456a22b4d395,2023-07-01 17:29:19,1346.76,EUR,transfer,online,"Schaefer, Lopez and Johnson",groceries,Germany,North Janicemouth,False
98bd8b74-70c3-456a-8841-35a74d448e2f,6df45d39-b970-4f63-97bb-7344c837aa67,2024-08-06 15:10:52,627.91,JPY,withdrawal,mobile,Munoz and Sons,retail,Germany,South Kimberly,True
2f7a8266-cba5-4ea4-8930-4af6cba0741b,9e3b5e4e-d8e7-4538-92e9-57c605d93b20,2024-07-16 21:13:27,217.86,INR,transfer,online,"Hubbard, Strickland and Patel",groceries,Germany,East Edward,False
e9493c6f-985d-4cf6-be5e-c9f7db3aa564,959ed24c-38a3-4eae-beac-52682d14a646,2023-03-23 11:46:53,950.55,GBP,withdrawal,ATM,"Marquez, Bell and Brown",Electronics,IND,Port Daniel,True
e29e1c93-42f0-465e-9e5a-cd78ed562eb5,8178921c-a5f3-4249-8855-a07088bd4bb0,2023-10-05 22:42:14,1496.74,JPY,withdrawal,in-branch,Scott Inc,Electronics,Germany,Jacobsonchester,False
34a54f7a-fc52-43fd-a91a-b5bdec5bd3b6,43fc0b87-de94-4fb1-a5d3-51cfc2e4402b,2024-08-11 00:37:05,1789.67,GBP,transfer,online,Sosa-Anderson,retail,IND,South Cynthiaburgh,False
155fbd4d-3295-4dad-a0c6-28e277d4b049,47cc46da-4105-4828-bc00-ef5315a575a6,2023-11-25 07:27:30,454.45,GBP,deposit,mobile,"Hill, Hale and Vargas",retail,UK,Contrerasview,False
03626cf7-54b4-42a9-af83-273badbfc259,5303c415-4fda-4388-9368-cb4c6323bf40,2022-12-05 00:53:52,1938.68,USD,transfer,ATM,Coleman LLC,retail,IND,Porterville,False
1859f36e-f6b9-45b1-9c23-ca13eae6a773,8ad400dd-11a9-4ffb-8b0d-3ff32324a27f,2024-02-17 10:55:46,1839.04,EUR,withdrawal,online,Stark-Allen,travel,Japan,Richardsside,False
2e07ffcd-f96e-498f-a434-ea7ef72fb72b,fe37bf3a-1b9b-42a4-9c7d-138befa93d8c,2023-04-15 18:36:52,1864.49,INR,withdrawal,mobile,"Miller, Robbins and Stephens",groceries,USA,South Lisaton,False
4c8f82e8-3135-4821-b474-d3c05daaa6f5,120ae87c-3e56-4fa4-81cf-0562794f217c,2024-06-23 03:45:58,88.73,USD,deposit,online,Chen-Gomez,utilities,CANADA,Williamsfurt,False
1f87789e-3fbf-463f-a216-6f4b8da238fb,f223ad7d-85b9-4a8e-8ad0-526125da2fae,2023-08-23 17:01:06,936.74,INR,purchase,in-branch,Rosales Ltd,entertainment,CANADA,East Dawn,False
1667af59-554f-4d83-819e-e6ba8f1fe098,ecf7baf1-5493-4b1d-aefd-28bc14da2a8e,2022-12-27 07:57:24,1609.33,INR,withdrawal,mobile,Evans Ltd,travel,USA,South Jeffreychester,False
97bcbfa3-1aee-4500-ba14-af70f9e89190,7756f2bb-4c55-4862-a10b-61ad3b02ab82,2022-11-19 21:20:08,789.61,USD,purchase,mobile,Lopez-Hall,retail,Germany,East Davidbury,False
e4281e21-661d-4127-9d43-b35fb384aa09,2fba5d8c-bba9-4268-b8ed-deac2d469d69,2024-02-09 08:14:07,1958.73,JPY,deposit,mobile,"Cohen, Fuentes and Butler",travel,Japan,Port Amy,False
da527550-31fd-488c-8895-dd130c5929ca,10c5e066-35bd-4c91-8cd4-2c3c823e0940,2024-04-09 05:35:48,1181.25,JPY,deposit,in-branch,Walsh Ltd,Electronics,CANADA,Hernandezville,False
0b29b38a-7a46-48a5-9340-f4c49c246e4b,f311f571-ba7d-4717-b3d5-0c1997413b07,2023-09-01 22:02:49,1708.09,EUR,transfer,mobile,Pacheco PLC,groceries,CANADA,West Anachester,False
99d147b9-7bea-470b-a0c3-cdadca914960,873421f1-97f5-4225-8114-c365ab71a784,2022-12-17 14:44:01,1892.71,GBP,deposit,online,"Webb, Swanson and Ramirez",entertainment,Germany,Patriciamouth,False
583a1233-1e24-4392-8902-3f4252286ddc,dbe0424b-8618-45be-8efd-5bd031cbe7ab,2023-05-29 18:49:42,1765.9,INR,withdrawal,online,Gibson-Garcia,Electronics,UK,Stewartmouth,False
da4be810-6794-44c3-9139-ffda1fd01508,17cace9f-becc-4a5e-a11b-5a860042a534,2024-01-18 19:07:33,523.1,USD,deposit,online,Jimenez-Davis,travel,USA,North Michaelmouth,True
165f4f70-0b2b-4d98-beba-75ab961419a6,1b09fb16-dc71-44dc-b228-20022ea4afe7,2023-01-20 02:05:26,1508.65,JPY,withdrawal,ATM,Brown-Brown,utilities,USA,South Travisfurt,False
20815969-34ba-4059-844c-08ffa06c5e50,e84ffde5-cefc-4fd2-8998-50cee0ec8487,2023-11-23 04:47:21,361.59,USD,purchase,mobile,Ruiz Ltd,travel,Germany,Rebeccaville,False
351fef83-db3d-43ad-9595-b97b2f8a43bc,e6ae7a35-6dd5-479d-bc98-b2c572ab6fbb,2024-08-01 19:28:43,799.62,USD,purchase,ATM,"Hoover, Knapp and Bennett",groceries,IND,Lake Bryan,False
962c44a5-76fe-462f-9f96-65a4bf291dff,64f322b9-2bc2-4ac0-9167-574502557860,2023-01-19 17:49:19,550.48,JPY,withdrawal,online,Chandler Inc,retail,Germany,Justintown,False
0373f730-5fbf-486a-999a-9cc4aeb26fec,0b00607a-5fc3-4ffb-9dd3-88368c52ef35,2023-06-13 15:24:02,973.55,EUR,transfer,mobile,Johnson-Compton,Electronics,Japan,East Alicia,False
999f5418-96b1-4013-9ce1-c2deb480d1d7,bd6f832d-f4be-4941-bf71-6faa8622f66b,2023-03-31 19:06:00,586.55,GBP,transfer,in-branch,Rose Ltd,groceries,IND,Shawnhaven,False
82e5d655-61a8-490b-9ecb-210facd8d178,5fda7405-3f50-4e39-bd4a-bb7e0155c6f4,2022-08-24 18:34:48,1058.81,EUR,purchase,ATM,Gillespie-Farmer,entertainment,Germany,Tannerfurt,False
cf9a84f4-e2b4-4b62-ba3c-ff823e7ceb59,afbddaae-0583-40ce-8ffc-fee2e47e001f,2024-01-27 17:06:58,361.4,GBP,deposit,online,"Dunn, Brown and Carpenter",groceries,UK,Port Aaronfort,False
df53954e-2644-4a50-beba-7fc35136e66a,7cfa14ee-8e35-4dd8-9266-1e62f2e17634,2024-06-10 13:13:10,1428.85,USD,transfer,ATM,Dixon Inc,retail,USA,North Maria,False
01790b2e-6f13-4afd-b66a-4f2833047f3b,14177432-32d6-472f-ab9b-3150dce71555,2023-09-15 19:04:24,841.38,GBP,purchase,in-branch,Wells-Lam,utilities,USA,Johnsonview,False
b29e173c-567c-4227-a178-af1b9ca94a48,c7d6412a-aa75-45b5-8383-48cffe2fea9c,2024-01-04 01:07:03,652.25,JPY,purchase,online,Acosta and Sons,groceries,UK,Ninachester,False
e0de5eb4-1836-454f-a668-011279606076,2341783e-af07-4e71-be22-287b836227b7,2023-08-15 00:18:52,448.24,EUR,purchase,online,"Summers, Wilkins and Zuniga",utilities,IND,New Michellechester,False
7af66981-4e80-4b76-9885-7f356c5d5350,da340702-a31f-4222-a22b-bad8efb3602b,2023-06-17 19:33:54,534.34,GBP,deposit,mobile,Woods Group,entertainment,Germany,Moodychester,False
f33c304a-f9e0-49d5-aa43-c6349a12fe1d,17cace11-9a79-4e86-abce-840f96d10307,2023-08-05 02:20:32,850.48,INR,deposit,online,"Foster, Henry and Anderson",utilities,Germany,South Jeffrey,False
856beba0-1fd4-4a30-b3b7-5909ef19db5d,753af28b-7ffe-462e-8d73-8c60a8598297,2022-12-24 14:16:34,1206.51,INR,purchase,in-branch,Reed-Ferguson,travel,Germany,East Marcusland,False
f3ef383e-bcac-4ca6-aefa-ab80b8362a48,0696e8fc-dd1a-45bc-a565-a20d2aa45bc6,2023-09-17 03:57:45,1909.9,EUR,withdrawal,in-branch,Green-Simmons,Electronics,Japan,Dwaynefort,True
6e6c757a-8ce3-4401-a50c-4dcebdbc55cd,b7c2ce12-c0c9-49a6-a3b4-968fe05ae88f,2024-04-10 05:49:08,13703.900000000001,EUR,withdrawal,mobile,"Ball, Mccarthy and Wright",Electronics,UK,Samanthashire,True
47190f9d-249a-4ca2-bab9-c13981f911b7,48dbafb2-9ec8-4aa7-964d-81f6107fcaaf,2024-02-24 17:50:01,1514.8,EUR,deposit,ATM,Lane and Sons,groceries,CANADA,Chasechester,False
0791c9b8-8a6c-4a9b-9cd0-3f3ee5708cc9,1e40dc2e-0e10-4a9c-99fa-54cc566cb33e,2024-07-07 09:13:43,1880.94,EUR,purchase,ATM,Garrison-Robinson,travel,UK,North Jasonberg,False
000dc074-996e-442c-bd88-95cbef2341b6,818ecc85-81da-4208-9b31-9d0485c6c6dc,2022-09-07 14:52:49,1042.21,GBP,transfer,mobile,"Murphy, Alexander and Casey",groceries,IND,New Bradymouth,False
b453ad63-2d84-4046-880a-b749941db23f,91f231d6-7a8b-4cd5-b76f-f1ed8d218b9a,2024-07-16 20:40:47,1748.57,EUR,deposit,in-branch,Johnson and Sons,travel,CANADA,Donaldsonhaven,True
17c6edfd-1d1f-4ed3-b932-60ecf195d332,06be31d1-c0e6-4f9d-883b-c1649b289509,2023-11-25 12:08:32,718.89,JPY,purchase,online,Anderson Ltd,travel,Germany,Port Richard,False
5c5c070e-1889-48d9-b814-a634bc00fe5e,de81ae78-7549-4df9-b242-cfab90db6452,2022-09-27 14:59:01,1522.52,EUR,deposit,ATM,Price PLC,Electronics,Japan,Port John,False
7f8df1fc-30d7-4cb9-ad88-c934caa9b717,2db23a15-9e21-4338-8dd0-b0e4e131041c,2024-01-16 15:51:13,9.37,EUR,purchase,in-branch,Parker-Fisher,Electronics,UK,Taylormouth,False
74472675-30c8-47f9-b03f-9ef6e166a680,33c73eb4-f8f8-4e15-a4d4-e3b06d2f9c13,2024-01-22 05:17:47,1482.84,JPY,transfer,in-branch,"Herman, Nichols and Adkins",groceries,IND,Jacobmouth,False
23efc95c-632f-486e-8f79-750e6fcb6f81,62610b6c-46a4-473d-be2d-e1981c4f50dc,2022-11-24 07:51:44,480.89,GBP,withdrawal,ATM,Hinton PLC,groceries,CANADA,Kevinborough,False
7a43b544-3bbc-409c-b1f7-557f73329b32,0694c23b-f7e8-4238-85a7-75fc736d9c44,2024-08-06 19:52:00,218.73,INR,deposit,ATM,"Shaw, Rose and Hoffman",groceries,CANADA,West Malloryland,False
d6fcdedc-75a6-41ef-91fc-f66385ea69a2,cc1a92fa-31f1-42b4-b737-57fd671848d0,2023-09-01 13:23:18,271.75,GBP,deposit,ATM,Smith-Wolfe,utilities,USA,Jacobsonberg,False
c794d273-1199-4399-92f8-b55f08cacbc4,3ccbfd38-9370-4a62-941f-4b261d2f8355,2024-06-15 19:18:15,207.84,GBP,transfer,mobile,"Fisher, Kelly and Richardson",groceries,USA,Samanthaville,False
13b9ba51-c1c2-45a2-873a-14122192ec22,76971846-99ed-4001-90b3-bdeb6ff41449,2023-03-10 00:48:07,518.9,EUR,transfer,online,Gaines LLC,travel,IND,Lake Cherylville,False
e13a6e19-81e9-4b15-ac8d-84b0664151f1,9450514c-59fa-4d6a-8cb8-8a657a081f86,2024-04-02 01:44:31,1978.5,GBP,deposit,ATM,"Lee, Walsh and Mooney",travel,CANADA,New Andrewbury,False
50d38fb0-a3c1-45e3-9bdb-f37012544f8f,317e62ce-ced4-412a-ae8b-f51139095f71,2023-07-28 02:58:23,1332.5,JPY,deposit,ATM,"Bautista, Sanchez and Liu",retail,IND,North Brent,False
7196ae14-790c-405d-b8d4-7845418cd88e,f40dfff9-0fad-47ff-90c6-0d017eb827d9,2023-01-11 09:38:46,1222.06,INR,deposit,ATM,"Taylor, Williams and Martinez",Electronics,Japan,Josephburgh,False
0e627608-266b-4c11-a55e-226072f6af83,c78e4ebe-fc7b-40b5-8259-828066d2bb4e,2023-12-05 22:15:19,6565.1,INR,transfer,mobile,"Silva, Payne and Curtis",retail,USA,Johnsontown,True
4c75eab1-8290-463b-8174-bd24fb2ba34c,f9676c09-406a-4787-b3bc-fdaea30ef884,2023-10-03 18:54:08,901.9,INR,transfer,ATM,Martin-Jackson,travel,CANADA,Jordanmouth,False
ed61c9bf-046e-4fb2-9123-6aed8c26f922,37b24890-fe9a-4098-8aff-36bfa3d59a3f,2023-01-09 03:29:29,1328.88,INR,withdrawal,in-branch,Leblanc-Perez,utilities,Germany,Coltonburgh,False
9b34c7de-5fb3-4b72-96f3-a14a8462cc3b,d3fb1666-8d75-42fe-aae5-47c525d2b852,2024-07-29 03:51:42,1222.59,GBP,deposit,in-branch,"Jones, Moon and Bowers",groceries,Germany,East Matthewhaven,False
ca053236-26ff-4ef6-9258-98f5949739cc,67bc2b51-a316-4cb7-ae6c-df377a7ad5b6,2024-02-20 02:01:20,389.69,USD,withdrawal,online,"Larson, Baker and Carter",retail,IND,West Amyton,False
a042e099-ecb8-45f2-b01d-4331e37552d3,35ffc092-eee7-4e9e-9143-3b62390a6d46,2024-05-14 21:18:37,1108.28,JPY,purchase,online,Scott PLC,entertainment,USA,New Herberthaven,False
aa8aa8f4-461e-45aa-9938-de15a98597eb,6b9f8d94-a6d2-4e6d-96e7-3174ec390140,2023-01-09 08:40:08,1242.87,USD,withdrawal,mobile,Tate-Coleman,entertainment,Japan,South Amandahaven,False
