customer_id,credit_score,number_of_credit_accounts,total_credit_limit,total_credit_used,number_of_late_payments,bankruptcies
f9676c09-406a-4787-b3bc-fdaea30ef884,614,1,54424.85,46478.13,6,1
3c04299d-557f-42ec-90ec-678ade266a47,543,2,31841.28,4622.35,5,0
9113724b-198d-4d04-b340-197e9e6ff6b2,527,10,88876.62,43777.06,4,1
01e33172-13e1-4e11-89f8-b64231e173ce,402,4,82885.01,16135.93,9,0
0c99521c-55cc-4729-97c7-4b383d53b71f,770,1,19919.41,3344.6,2,0
e84ffde5-cefc-4fd2-8998-50cee0ec8487,431,6,64868.75,20750.47,1,1
59286e00-9eea-46bc-b9fb-65acb2f7661e,819,10,29399.77,6634.74,7,2
bdba1ca6-f3f2-4c95-804a-63f59f37c6d0,442,6,8542.71,5437.85,1,2
cdecfb69-efa8-4e62-b2b2-8e69e3452fec,613,4,19164.42,12080.24,4,1
2119d83e-ff8a-4cad-b933-f549067f3de9,360,10,16019.67,1977.19,6,1
007dc8a6-1bdc-4b68-87a3-610f108d13f8,471,9,93362.07,10271.25,8,2
8fef9795-3642-47c9-9a06-3aafb4a96250,841,7,32962.14,6683.94,7,0
18b67e8a-92f9-4205-ba2a-487583b74f93,315,10,81094.59,67631.67,2,2
821df60f-4f57-4961-b699-f729fda73bb3,682,9,23838.1,11300.61,6,0
3b6e048f-9767-4dc5-bb8a-ac4a4cec9e2e,376,2,78404.23,35742.72,0,1
e25dc59c-f0d5-4d71-8fb6-1219fb3ed28f,534,10,80553.85,26917.7,8,1
f24bfbad-ef6b-43e8-8d4c-60c81cf34b1e,661,1,44615.74,42311.39,6,2
8afa5dfb-4583-4c8d-a0a1-5f2bb4c0acd7,691,2,62903.7,41286.99,5,0
06be31d1-c0e6-4f9d-883b-c1649b289509,319,5,48070.89,10304.35,5,2
1b98c580-b04b-4da2-8010-328d76082909,572,8,10882.01,9346.37,6,1
0bd8b9ae-5293-4c15-8d52-6a567b0d61ca,729,5,2449.29,629.66,6,0
647f53f4-9409-4f05-955e-396bf801f9ce,626,6,97930.44,46093.5,8,1
b695d07c-61e8-4a58-9b7a-b9c0defdeee7,789,8,88916.95,60653.09,3,0
fdd8864f-7d64-4b10-9e12-6028dd5e4ae8,527,9,8536.25,3961.49,1,0
e4d1d780-9958-453d-83ea-af962015d8af,699,7,20089.8,13964.21,2,1
1fa84d7b-0c71-4597-b52e-e99bfeec4158,761,8,29668.64,20719.24,2,2
105a8f70-5cb3-4c38-962a-562930cf8efe,587,9,28436.88,10647.48,9,2
a4a4d2ea-9a75-40a8-8738-a334e74057b5,319,7,87290.96,40189.44,9,0
7a5b2bd4-2831-4eb2-bdff-f1f90764acc9,769,8,86592.23,69997.2,9,0
e66996a5-75c3-41a9-9b5e-6e6961c0ae2a,793,6,26361.62,11590.68,5,1
4e9a458a-f2fd-4e82-8f3d-34712896635e,421,9,44146.06,14608.12,9,0
c7f277ad-f07f-40b4-8ca8-a8c59d232052,676,8,85282.86,71601.36,6,0
810f290d-ca8f-47fd-8271-94d68a530953,723,2,70298.2,45099.21,6,0
6c7bc36d-c48d-44a4-b31d-feab6bd8675f,801,10,72897.78,28449.98,0,2
ac5513e4-0cce-4ef8-a748-2dc4241c1b64,437,10,91926.29,23100.95,10,1
badf879b-bfd1-4741-a15b-18372c7cd6d3,716,4,29098.9,7823.16,5,0
ffd3924e-8708-4033-8c11-5c90e9b6e1ef,479,4,87045.07,18155.88,9,0
fa034672-2e46-4869-bc31-2c41b3bf9132,494,9,36869.3,30756.23,1,1
0965de29-f0aa-467b-871a-6ab10d836fb3,309,10,55773.52,22214.19,10,1
8ddbfdcb-bd0f-47dd-a231-70250e4477ca,747,7,31987.5,22071.29,7,2
55a3c447-6482-454d-beac-b95755d0291b,404,1,23791.34,16713.41,7,0
caf47be2-e26a-413e-8edb-0e1d5cfd41a7,587,4,96836.05,22435.15,4,1
e1cb6901-4606-4bf0-b0b7-141e7f854c19,602,3,84383.27,63938.57,5,1
cc21434b-24b2-4279-8b02-36af4da75cce,314,4,13423.28,5398.81,2,1
49ab8b12-4891-47b8-983e-de7f462f6478,832,9,10695.06,7067.47,8,2
c041c0db-c6f0-4638-9cf7-61f526492580,800,7,57777.21,54425.12,2,1
a9aa7180-3a46-4289-becf-bb3866cb6501,624,4,87410.0,357.09,2,0
22804147-d3bd-4fa8-a4c8-94682d165f19,731,9,63528.11,61182.53,5,0
4efd6691-602a-450f-9b06-8207de23584e,719,8,42684.48,19451.13,8,1
59224307-11a9-4702-8fd4-2b9206590127,498,10,71011.65,450.29,0,0
a336937e-7d0a-4b15-ac54-61763e1c23f0,425,1,26308.43,22994.43,7,1
bb2659d2-e422-44c1-b06c-810902f0f7bb,614,4,85257.54,80559.56,10,1
db9daea4-0745-4d97-97ee-c995e8081f9b,550,7,93392.66,36606.64,7,2
d26ccc25-76fc-464f-85f8-b52e8fd24c9c,379,7,55587.46,6297.93,3,1
734b4291-62d9-4d57-9e7e-01aeaa2535ed,774,9,90478.78,18241.88,3,1
365fafeb-a2ad-4638-a8fb-7ad93e5d40b5,410,7,78427.72,26386.83,3,0
f7fce5ea-2f34-4a6c-a228-04df2be88251,477,7,38920.87,20592.83,0,1
2a9fd246-e1f0-48d6-9f9d-27a8b0668667,754,5,93680.87,50755.99,10,0
07c9d428-f194-4d5b-b41f-21f7760ea68f,568,10,23377.72,21657.62,8,0
9053c5d5-a600-4fa0-acc4-70b2368d0626,664,6,48503.46,8804.83,1,2
ea57ccab-5723-4f2d-be68-6dfc8c12e081,534,2,50231.92,1230.02,8,0
8a4d7fdb-9bec-4e33-bf2f-333ca1460d42,460,9,80228.64,78924.81,2,1
f2a6c5f2-626c-449e-a2f1-1362ea385748,547,1,24867.87,19667.39,7,1
42f2d15d-34cf-4de3-a4c6-959c70f7a106,439,3,83797.47,17561.64,5,1
317e62ce-ced4-412a-ae8b-f51139095f71,342,3,40765.89,36452.8,3,2
8052b9db-73ad-4de5-afa6-bdc5443a36a5,649,10,64082.98,58545.5,0,1
731cd5e9-832b-4300-ad98-96adba2fa22b,483,7,30628.72,20944.56,1,0
53b8bc64-02a2-4577-9574-92c0b68ee786,675,2,84489.76,15353.58,10,0
1fb74cbf-08f8-4a7a-84a2-4906d5cb272d,639,4,15046.08,14537.86,3,1
785fc070-46a4-4e4f-88de-21dc0c1f8282,674,3,61236.71,18908.16,7,0
abb64ed9-77cd-4570-aee4-5bc64a200de6,394,6,8525.52,7737.13,5,2
24d001f9-b0c8-4864-85a2-d9ec37983261,811,9,9305.78,1203.05,10,1
846fc955-abcd-4399-b2e3-404bc8234498,503,10,67773.37,25720.32,6,0
5dd852e9-4f92-4188-9f8f-836730b4d1a7,825,6,33493.31,18452.06,9,1
c7d161c1-19a6-4e05-9723-1b0c7f15f8d1,501,2,65578.75,25224.37,1,2
33c73eb4-f8f8-4e15-a4d4-e3b06d2f9c13,652,9,92230.52,82718.34,3,0
726687ce-d1b5-451c-9bdc-1b6dcb36ad2f,462,7,41016.85,35289.5,3,1
24cbbe69-e941-4c65-bcff-5c6416fd0ddd,673,10,91925.4,59484.29,7,1
489ae042-b6b3-4793-a663-5a5677e2f706,369,3,69110.84,60609.3,5,2
f8d05210-efb9-44ef-9cd3-5e8e0caa8661,502,2,97606.66,15725.83,2,2
bb5b4db1-5356-4635-a160-8c3ab4db861c,830,5,55488.12,33378.06,8,0
fabfed51-73c3-4150-a715-b21e6527807e,513,1,22275.99,20386.27,0,1
0a15a507-1a7d-4a67-96ec-515a7e2e508f,415,7,50226.1,3613.01,7,0
f4385256-acfd-4eec-b25e-5e9e65080251,811,10,37499.62,5210.22,8,1
e646c8e7-3730-4f07-a8bf-49549c71f88d,634,6,24471.06,13724.23,6,0
2ad4279f-9750-47fd-a2cb-ee62c9f60c55,332,4,51520.89,12991.04,5,2
3d9cf937-6cff-43f7-a79b-b0f2820eacf0,637,6,97077.41,85415.82,4,1
63c06605-bbbb-4cc1-a4be-673de0e5689b,590,4,87725.59,15888.85,9,0
c4971298-b4fb-499e-9fac-9fff7dd9c32a,752,5,52808.6,36623.55,8,2
683477a3-2c8f-4b3c-965a-aeca678dd836,609,5,20047.26,15455.84,5,0
818ecc85-81da-4208-9b31-9d0485c6c6dc,780,6,42431.41,37176.81,2,1
c89b9ff3-3ff6-4888-a157-8bdfff2152ae,426,5,67271.43,52515.01,8,0
ceb3e1e8-5efe-4df9-a722-901f5a2e4e96,773,10,90125.48,64438.09,2,0
aaca9a3a-57c3-477b-8902-4086963b6781,800,3,10613.63,4288.72,0,2
3a65089f-f430-47e3-b53b-ae091da25fdf,323,10,15495.98,9763.55,5,1
65a2dcc6-614b-4592-8f26-c46ddc9ab357,657,5,70885.75,37020.74,8,0
af5e0d47-e529-49c7-a108-b0053819f9af,555,6,90977.48,76426.49,3,1
17ef8eb5-e7f4-479d-94de-a114b98c7bdc,801,9,13555.15,10738.96,4,0
10c5e066-35bd-4c91-8cd4-2c3c823e0940,355,6,28122.82,7942.36,3,1
e1de905d-14c4-4f77-ac69-1d6545615980,409,6,13387.62,7830.71,3,1
0412d14d-a3a9-4f8a-a4d6-690e1fe677e3,539,7,9038.42,5223.04,0,2
f00ae284-e12c-40c4-bf1d-568766f8437a,614,5,14173.32,4659.55,2,2
2b504b4c-2406-4ea5-953a-c044c8a91740,395,10,95022.46,55235.99,5,2
0b00607a-5fc3-4ffb-9dd3-88368c52ef35,792,5,81820.2,67959.43,5,1
c98cbe41-c8a0-4591-b8ca-59bab60e82d2,364,5,97981.78,38453.33,8,1
899e1b0d-d476-4279-ac69-5678174c837d,418,4,2360.77,1846.85,9,1
28615ca3-ddeb-4ec0-831d-7d69131500ea,361,1,16858.6,1594.15,8,2
4b260c3a-9929-4a09-aa3e-d5995fe7c648,765,5,39294.44,29533.76,4,0
df7adffe-3dd1-46cf-8477-6df05d24f29a,667,6,15624.76,5435.54,4,1
69911636-99b9-4cb1-9266-582332e6c0d1,471,8,41890.62,854.12,0,1
ac54784e-ebe9-4c3f-b5a4-f6d6fe0d302f,694,6,8274.94,201.63,9,2
be02f997-bc60-4b57-aa14-9628a52a0a69,551,5,77935.8,76922.21,2,1
1c4fa53e-38c8-48df-8f2d-bd24566d2bcf,765,3,48738.15,500.08,8,0
b5024b55-0ec8-4db4-9b1c-9ddcb73a1804,531,4,7661.7,2870.93,0,2
c041dac0-d22e-4d50-b966-ba25ca2deaf0,301,1,65992.95,54259.61,3,0
ef0c8323-65bb-4b39-bcb9-70a27518693f,449,7,91216.53,64555.89,5,0
7756f2bb-4c55-4862-a10b-61ad3b02ab82,325,1,28398.28,5927.0,6,0
d573922a-50ea-4121-aa4c-3e914caae73b,651,7,68967.05,37388.87,8,2
b8cd2d26-1c98-408f-8099-03409246706f,840,2,67445.83,61397.55,9,0
269d7c67-9016-45f4-9d1e-0102263a5704,545,5,99641.25,70630.79,6,0
ac181011-d67b-4e00-90e0-4eb5bdbffa4e,772,9,70878.64,60065.47,2,2
542c8e07-c0d8-4cfb-9df6-3fcf64a1de76,517,9,9792.51,3892.04,4,0
7b2a60b7-d966-4841-be98-c08e3dabd66d,473,5,70036.53,22495.35,5,1
cb27bb9a-e322-4316-a550-2575d21de641,403,9,41709.84,8671.7,9,1
92a62ff2-6499-49c8-9624-a8de5f1afcb8,428,4,38949.2,9853.43,9,2
37c04cb2-11f6-4efa-ab3c-3d2bf3431184,826,3,16512.65,14836.86,4,1
02233ed6-fe95-4dfc-b79f-bddd8c0fcce3,461,7,97474.06,60742.34,7,2
bc3f0861-1fe7-41ac-a702-f16fb703343b,639,4,11027.28,202.17,0,0
e298abd5-160b-42b1-a40c-58da0a5bade4,565,6,73203.3,47699.51,0,0
35ffc092-eee7-4e9e-9143-3b62390a6d46,716,6,11477.67,8515.1,4,2
5f933adc-aeee-4c4a-beb3-e38a4951f993,484,1,34739.77,20407.63,6,0
e8fcb47a-846d-484d-9e90-2d15453bfc89,444,4,91491.47,65147.08,1,1
45fbedc5-0e10-41cd-aa07-652e932a99dc,436,4,39029.62,411.79,2,0
7158ca7f-6c00-4ccb-8b5e-e6f0d3a34b52,554,10,41082.77,706.51,9,2
7cfa93fd-11c0-4f11-805a-ff9a1b2e6ef9,638,5,78793.66,7053.83,2,0
fcf80289-387d-4a14-98a4-a7b3fe5b749c,679,2,14758.13,140.7,2,1
ecf7baf1-5493-4b1d-aefd-28bc14da2a8e,735,6,36225.76,26478.11,0,0
d5fab65c-379c-4cbf-8549-56a8c925fa61,559,5,64380.86,11249.74,1,0
3348aed9-e845-45ea-bc18-17c432114ec5,342,8,5681.99,4662.06,7,0
5a8ac77d-71c9-40f2-89fe-1656e8ecfbb3,751,1,29568.37,2836.8,5,0
f9e660ff-62fb-4f3b-b27e-7c3e5affd06a,358,2,96153.19,62241.47,2,1
3aacde44-cc3c-4463-8ad8-b46cb87b0d32,830,1,26383.84,2765.65,4,0
a908d933-94ec-4209-9985-4703e428e9cf,545,10,89131.7,43048.46,7,0
0e396cbd-7f5b-494f-9501-1f9cbff9910c,679,3,66750.62,48525.79,2,1
f6c057dd-99e8-41ee-8ef1-456a22b4d395,440,4,40254.52,19901.93,5,0
b6a99a87-e19f-4afb-87f9-3228c4871cbf,676,2,26474.38,16604.81,7,1
c4eafb97-7617-498a-9786-0b7800a615c9,432,1,35897.0,9621.68,8,1
34a69cdc-1bda-487e-a95e-ed2e4f6497ad,654,8,48603.16,35896.34,10,1
6a1ede9c-0dd8-4c3f-895c-b2b42e8eaebe,816,8,49631.32,23947.08,5,0
7cfd8f36-9be9-403f-9000-97285c2d8de1,646,5,7353.54,3543.01,3,0
305820d6-7108-4236-8160-724bc5592c2c,665,7,12657.59,8282.23,8,1
c38a4e1f-f83d-46e1-9096-8208cb45732e,497,9,89957.54,40871.65,7,1
fa890ec6-619d-4e68-bc15-8bc87fccc3cf,508,10,75065.48,45202.79,0,2
f7e65fae-683d-423d-ad00-009e6bc09d28,747,7,38653.58,29280.15,2,2
865dc72c-134c-4dbb-967f-325eeab8ef3d,466,2,33796.5,5101.64,8,0
5b8745c7-dd78-4d39-b0ad-4462ad517c3d,807,4,10692.58,364.6,6,0
209fc48f-38ac-4d52-a16b-2d507b4a09ad,410,3,85138.21,313.92,10,0
18bab867-833d-4bdb-aafb-23c71563921c,847,9,57471.25,18424.11,2,0
4f7c04a3-b860-4bc9-aab7-f8a19ba44f2d,528,4,23853.13,23523.44,2,2
22fff0ae-4e47-48f2-b4f8-a13ee28e34cc,464,2,7033.73,247.22,9,0
5a0b92f5-b229-41d4-a230-9e2adb85b967,542,1,22716.91,13248.18,5,2
547c48d7-0003-48af-9a08-5f1c28c2ad84,814,1,37979.71,31839.06,1,0
310dc5d9-4ba7-49d4-b15c-da4fc3b583e5,815,9,10163.33,7952.22,6,0
412b77d8-30f9-4b76-97a3-e0ab5c9f7770,827,2,48587.88,14671.67,6,2
45639d82-b1ec-4024-bdb8-ffcc716b9b7f,631,8,7257.32,3203.45,8,0
3b2aac17-8834-4dd7-b6ff-9d96b84ec4b4,655,8,71998.19,36523.13,6,2
37b24890-fe9a-4098-8aff-36bfa3d59a3f,333,3,91851.26,74462.24,1,0
af0ba4e1-cff6-4bbf-ac63-047fc960fbd9,622,9,43667.48,18626.52,5,1
2e2c7f94-dc6e-4315-9659-46f5a98e1dbf,525,10,12184.37,11032.21,5,1
3e848cf8-0535-4788-8ba5-3d7af5dd5ea4,499,2,98210.46,34566.76,2,0
ece12733-f068-45aa-951a-e3b4cfe1bf2c,575,7,56716.19,37152.64,3,1
11eae05f-e4ba-422d-bef1-9592aa7db6e5,753,9,43768.74,25366.27,2,1
d5df03ee-e9a0-46d2-9156-3d199c7fdbcd,813,7,79825.85,68993.36,1,2
e59dcab2-2a14-4337-86ab-b96114b4bb51,683,7,77022.7,1857.46,9,0
5a5b987f-f9fa-41ec-9315-82a57c547caf,751,9,78915.87,75309.21,6,1
3e909f2c-2f08-48e8-aa79-299d6b35ccc4,530,6,32185.64,19616.22,8,2
7cfa14ee-8e35-4dd8-9266-1e62f2e17634,769,6,67808.75,42592.33,4,1
29721025-5e35-480f-a7b2-71bf43fd6cdb,445,10,46108.38,6442.84,1,0
0fe14ec4-fd82-4c9d-8429-9cd6a55fc899,415,10,89747.32,62734.73,3,2
ec035040-0e7b-4f60-ae57-0a53073a2631,829,5,2566.78,2271.7,4,0
460da795-88f0-4db1-8480-55e050f8b03e,712,5,76815.84,22521.65,9,0
df606efa-b33a-499d-8bea-90442006e5fd,594,3,36625.4,5648.63,4,0
e5159e4d-1c66-4198-8180-928b5304ed08,447,2,82640.32,72546.81,1,0
5c164c4f-2ff3-4f1f-90cb-0678871ab2f2,341,10,86367.52,71255.49,3,0
55df8132-42a6-4c0c-8f96-054e224b8169,829,3,72807.01,41764.48,2,0
ba3b3068-acbf-41fc-b8c8-36b4d70d95c9,751,3,10576.15,9312.2,0,2
b065a594-15eb-432f-bc6f-13aca789aafe,376,5,29840.84,3421.06,0,0
837e7e41-227e-438b-83ff-c5c185ed4a3d,757,4,14489.77,13250.48,0,2
d63f7a0f-8f44-40fe-b265-5e4b67a0d88f,773,1,24946.03,7289.26,3,1
0f1326bd-57dc-4df6-834b-54c667c95241,391,3,62823.24,9202.75,1,1
90454fb9-b53b-42e2-81f5-6bc7025358f1,659,3,63018.62,56469.57,1,0
ece5f08a-dbf6-4891-81e1-de048130590b,728,8,20648.78,16094.72,3,2
82114d14-14e1-488e-a83a-3dcb152521f6,515,9,6597.55,4700.43,6,1
0e788cff-6327-4492-968c-8610d36c9605,600,2,95819.14,5453.73,4,0
7a818530-233c-4c56-b96b-9f5697148131,689,10,53346.02,17892.77,10,1
094fd707-d390-4db1-8b05-ea261d8afbb6,698,2,79361.61,65748.24,2,1
6d093fe8-4f25-40a7-ae23-8c9ae7e9e3ec,418,3,48051.65,14412.99,7,2
a078de6c-d12a-4164-ae46-051b5128d6ab,846,3,85530.53,37943.49,0,2
5e5fe47a-a3c1-438d-ac17-229718fccd69,304,1,89913.92,29717.17,8,2
f346daeb-5367-4784-a524-a5459d1b982f,819,7,91361.62,819.74,6,2
7054649c-1989-4887-9b5f-e6717ffb5f81,783,6,13868.61,6565.4,4,1
fc7bef11-8685-4187-9a8c-c7af11c070ad,783,2,30998.54,9973.66,6,1
b68ea058-ae1c-4a06-a223-f38f3facf546,367,1,72649.01,65181.04,1,1
4591dc4e-29ef-4356-9daf-a8a3c462f9a7,340,6,57861.78,30445.51,2,1
e712cea7-6fc8-4537-81bf-814af7b61e31,589,3,52104.3,49793.85,3,2
bd6f832d-f4be-4941-bf71-6faa8622f66b,341,3,33579.43,32844.99,5,1
537ec0bc-d2b0-4e0f-b0d8-31b9f14171cb,802,1,72574.43,26814.72,2,1
67547e80-a808-4226-b894-38db9807021c,612,6,38102.22,6171.84,3,1
d8e22434-23c7-47c3-9206-6b3e95210689,607,2,70359.15,40221.86,0,0
412b8e5e-8867-4f3e-b882-ef3b6ac12885,645,2,60007.83,16333.3,3,1
5de8800a-c649-445b-bb55-2c3294410027,685,6,75417.5,11857.95,3,2
dbe0424b-8618-45be-8efd-5bd031cbe7ab,744,1,67346.07,34975.16,4,1
4da5f896-574f-4841-9886-4e9bc33e2f37,351,9,50329.17,39907.23,7,0
06a35835-fa89-4321-ad22-6c2f42309f61,776,3,30721.01,18662.37,0,1
43fc0b87-de94-4fb1-a5d3-51cfc2e4402b,594,6,7366.65,4231.56,3,0
8f77c399-9770-46c3-97f6-855128f889fa,668,8,42815.23,21008.51,4,0
f311f571-ba7d-4717-b3d5-0c1997413b07,348,6,48683.09,38150.54,8,1
046ec589-9286-4d58-ba31-52d03cf0c0e5,456,4,94626.1,81671.28,5,1
d73af451-2591-4538-9414-f92303db4a50,600,10,53291.92,23648.65,10,1
952a66d1-3cd8-4594-a32f-d9499228a1ba,826,9,23289.33,786.3,7,1
68caaf24-698d-43fd-a237-7811cb660180,695,3,97871.57,51553.03,2,1
10d0bdec-9da5-41c6-975f-66fd486576b8,831,4,71197.18,35755.28,9,2
64f322b9-2bc2-4ac0-9167-574502557860,675,10,80869.22,69929.17,2,1
352f59e7-63fa-41c4-a23b-a5a2588bceeb,729,10,7266.84,117.97,1,2
7a6e7c7a-2a20-4071-a3a3-04d3f7f9860d,658,8,10344.57,9616.92,1,0
0ec935d7-fb04-474b-89a6-2ddef8107572,322,6,37126.01,29955.03,6,0
23451812-6ddf-49cf-87f4-53e63c574d61,512,6,50778.08,36164.45,4,1
21cd9315-40e6-4203-aa32-cdb46297e49f,754,10,56286.33,39942.63,8,1
c7a78f9d-0812-4be8-9582-7d24f805735e,461,5,65525.81,11818.8,3,0
0d3571dd-01e0-49bd-9df1-a3f0860ae023,315,6,61724.07,13815.99,1,0
47bd1588-9882-403e-a876-0440db5c39e2,778,1,44793.19,42456.91,8,0
954752c1-38cc-4f41-b9f2-29720b94fb5c,647,3,80697.2,31089.08,0,2
f8899e50-1e96-47fa-b49c-77ddb45fa7dd,707,9,81453.82,31522.4,2,2
b89e3ec4-7cc1-4ecc-ba5f-99e257baa7f7,412,2,82692.69,43738.83,6,2
4bb7f612-cdc8-412c-a5ed-8c00d151806a,703,7,58222.17,31656.93,2,2
9970addf-8984-4cd5-8fdd-f6db64750c36,677,2,95546.78,42716.13,10,2
d0ab7238-7ca2-4e61-a460-f77b762b2744,385,1,32643.38,24356.19,6,0
106c8e48-1600-4010-8e19-52f5d2cc8f4e,507,3,49455.5,23363.04,0,2
88ace6c3-33fc-4959-99bf-73dad28e4e56,345,4,54840.53,23851.75,8,0
00b3cfd8-dae2-4764-8a04-5beb405b6d46,386,1,27384.37,18960.67,7,1
c48afd6d-055b-4ee0-baeb-91eadcc9d964,510,7,86467.19,51728.53,4,1
ae65a6d0-b324-4b75-b398-7bcce3171c51,377,9,3960.72,1807.61,0,1
8d77b2b6-f352-493e-bf80-75a6740895a7,388,6,46386.46,26010.52,9,0
d30ea222-2548-48a4-9d5c-6d857f9e34a0,638,10,77161.62,37402.33,1,0
7d96b7ab-f28f-4154-bb97-1ac8bb1fb9fa,393,3,79376.88,42497.66,5,0
396f3894-f658-4746-86e8-cc9d01080a68,541,4,58130.74,53354.67,4,2
355f5038-77f4-430e-9e0e-f385e511c087,631,2,35435.69,14495.02,7,2
c11c6787-a74c-41e3-9935-bfec6d7b2ddb,614,8,13045.92,4646.61,7,0
1d48277c-5344-4dca-b269-b706207ae9fc,455,3,38736.24,13293.29,1,1
3a31482a-18e8-4453-98a6-a255fb4eb702,671,8,67947.84,30798.03,2,0
53c61b3e-8e1a-4d5d-ad07-f67da63cf731,412,6,52399.38,49372.47,10,0
2c6ef883-124c-49e8-8616-d5d8874a27df,756,8,47212.47,45202.08,3,2
d0341b11-acf6-4108-a760-30c4f71a71a5,630,5,84068.94,69333.78,10,1
8b9c8726-8904-4229-8967-43e401d05db0,828,9,93918.99,6682.47,2,1
d2b5f813-1f2c-4b90-aace-83f95526f0e4,394,6,34115.44,23276.89,4,1
9af1ea4e-fa2f-40fb-80f9-ef07094a0997,413,1,3225.63,2556.83,6,0
79dbafbb-3efc-4b83-978a-b2274a9fd76b,577,6,65417.5,42353.65,7,2
9e741afc-4775-462e-90bc-a6dcca9e9840,628,10,58275.59,5746.88,9,2
419f1092-95a8-4bfd-8dc5-240482d4f624,811,3,62314.0,23033.35,1,2
a3026e8e-f909-4c95-885d-9eb858a9336b,781,3,75443.33,74149.85,8,2
66d6de49-a634-44fe-a116-1c668134ea69,660,6,16227.44,1668.92,1,2
423da887-dc85-4483-b7f4-ee9cfbed3451,709,6,48369.73,40812.17,5,2
dc4d562d-956d-4fc5-b77c-e2f03df6c7e0,779,7,62484.95,13556.79,9,1
ec74661a-9cb4-4f38-91dd-9971f8ac02fd,508,5,60003.31,50809.12,3,0
c53de78e-6832-4241-a363-ede3f0ea5929,720,7,74366.19,68835.7,6,1
b07009e9-ef71-45b0-9424-adbe13bb160f,516,5,64387.36,26358.38,8,2
20816190-5fb3-49c9-9b70-bce6b086ee7a,340,3,86599.27,37667.51,2,0
f24a66c9-324e-4e69-ad14-98bf5480d344,578,4,12872.08,9550.97,3,1
26ae8b9a-0cd9-4eaf-b4f2-3fa844523e5e,479,4,62886.67,25917.45,5,0
713629a1-f629-473e-a1b2-825435ed2073,725,4,89554.41,52866.68,5,2
91f231d6-7a8b-4cd5-b76f-f1ed8d218b9a,374,3,49540.02,19321.07,2,0
5db67b01-71ad-433d-beac-7900d9c11090,594,3,43378.42,19716.23,9,2
fb276102-8129-4ee6-8ebd-d7af62c2a21b,849,9,22550.22,7615.93,9,0
3996e9db-1ebe-4c62-8750-21e5996fc3ff,558,10,20976.89,14708.0,6,2
b7e2fe1f-1c5e-4927-bdb4-66bab57afec8,574,9,66515.56,52436.43,6,2
82023c31-aaef-4bfc-bcf0-e817333d7604,432,6,57602.4,7035.32,6,1
56d86672-b996-44c0-978b-a50ee3fe3c2b,353,8,26694.2,18143.08,8,0
9398db8a-e191-4b07-87c2-31fe837a61c8,818,3,93562.08,38487.27,8,1
917cabf9-add3-4988-844f-4710ef413a90,368,3,75428.86,71235.11,9,2
916eb0c3-8da1-4219-83ff-2d36d784f74a,314,4,7239.89,3735.31,2,1
346aaa8b-15dc-4d4b-a8e1-b88525523bfb,374,1,70676.42,66820.58,2,0
f0e87aa7-7a2a-47ed-86f3-e7b706e7be7e,444,10,41135.23,32076.61,10,0
f3bb75f0-086b-401e-ac4e-f2c369ccdd27,627,5,56043.18,44125.69,5,2
340576e6-2967-4903-9b64-7b0e3bcdab1e,661,6,68132.09,65920.14,10,1
098bc364-3d40-4a5a-8dcc-2eca6d387673,531,3,15452.99,14847.41,3,2
11d16d6b-e11c-4703-bbc6-7d7d484b492a,720,2,34429.9,18663.11,8,0
74270462-79f9-4626-a7ed-474de6c6709e,821,1,69464.23,45736.7,8,2
63e5a624-1e49-4ca1-ab1c-82bf2b8732f0,350,9,14339.12,357.6,5,2
a6b1def7-4153-4fbb-8abe-7dac1d3dc711,484,2,69243.44,255.39,7,1
255b07bb-c52c-4377-8b07-9a5a0c7ce687,354,1,75679.24,1934.26,0,0
97da8cf3-49fc-43bf-93b7-e68618420b53,529,2,56071.94,54931.91,5,0
af3936ef-fd7a-4587-b59a-4203ee21c3c9,824,3,49309.17,16366.63,0,2
86ecb01a-0ab2-48e5-ad1b-86bc409924ed,450,6,27643.38,5183.75,10,1
2d2518bf-f6f2-4419-90ed-ed608a50f7ea,769,3,59151.64,30064.45,8,0
6c2f5f90-0964-4ae3-8931-4b2389358ab6,328,8,51233.28,50718.85,4,1
4fb1096e-8fee-425b-995b-62563e5687f7,699,7,45360.26,23361.78,0,1
6562e382-77a6-4054-a5bd-b8428db9af79,390,3,58821.21,28573.82,6,2
10ac9ab4-0906-45ef-bc0e-27a7e8e92fa6,783,7,11206.54,5269.5,5,0
47efb8e5-a279-410f-9a93-f473a492bafc,713,6,59777.53,2409.77,9,0
8887b346-90f1-441a-9308-5c6c5254a6b3,322,2,44891.25,22881.77,6,1
68079da9-3dee-4f23-91a1-a7a183a3d67b,569,5,84183.56,57937.86,9,1
fefc281b-9a0b-40a6-be2f-00d240d4d247,619,1,24145.49,7868.74,10,0
ad0c5d54-1ef9-4c61-83c7-6b2c91a1d103,641,6,29444.28,9726.59,6,0
8e18c512-dbcf-405e-9941-08a9ab1892c4,394,2,45217.61,38881.42,0,2
29ff5079-b20e-4160-aa75-9fdddf9203fb,720,1,69522.35,6340.51,1,1
c55a6549-44db-4cb6-ad5e-426ceebedd7a,436,8,25268.05,9071.11,5,0
6df45d39-b970-4f63-97bb-7344c837aa67,508,3,94363.63,79956.4,2,0
0b759c4c-5605-44ab-892e-220cd9668269,529,4,16509.6,8155.67,1,2
